"",,Toyota Dumaguete,2024,Wigo,G Gas CVT,Orange Metallic,"1 7,204",4,"650,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Dumaguete,2023,Yaris Cross,HEV CVT,Dark Turquoise,"5 ,842",2,"1,400,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Dumaguete,2023,Yaris Cross,V Gas CVT,Dark Turquoise,"1 ,801",4,"1,080,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Iloilo,2020,Fortuner,4X2 G MT,Gray,"3 6,480",3,"1,300,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Iloilo,2020,Fortuner,4X2 G MT,Gray,"3 6,480",3,"1,250,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Iloilo,2018,Rush,1.5 G AT,Silver,"6 3,373",3,"800,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Iloilo,2021,Vios,1.3 XLE CVT,Grayish Blue Mica,"2 1,940",9,"730,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Iloilo,2021,Wigo,1.0 TRD S AT,Yellow,"1 8,955",1,"570,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Mabolo,2022,Avanza,1.3 E AT,Champagne,"2 9,000",9,"830,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Mabolo,2019,Avanza,1.3 E M/T,Gray Mtallic,"8 8,569",1,"580,000.00"
VisMin,Elite,,,,,,,,
"",,Toyota Mabolo,2023,Avanza,1.3E CVT,Greenish Gun Metal Mica Metallic,"2 ,400",9,"890,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Mabolo,2002,Camry,2.5V A/T,Champagne,"1 17,000",2,"300,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Mabolo,2015,Camry,3.5 Q,Silver Metallic,"2 6,200",3,"785,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Mabolo,2017,Hiace,SG GRANDIA,White,"8 2,000",3,"1,400,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Mabolo,2008,LC,GX.R VS Dsl A/T,White,"9 3,000",1,"3,500,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Ormoc,2020,Vios,1.3 XE CVT,Freedom White,"1 9,200",4,"550,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2021,Avanza,1.5G MT,Gray Metallic,"7 0,376",0,"680,000.00"
VisMin,Value Lite,,,,,,,,
"",,Toyota Tacloban,2017,Avanza,1.5G MT,Gray Metallic,"1 42,206",5,"580,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2023,Avanza,J 1.3 MT,White,"9 ,618",7,"730,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2021,Corolla Cross,1.8 G CVT,Metal Stream Metallic,"1 8,074",7,"1 ,150,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2021,Corolla Cross,1.8 G CVT,Platinum White Pearl,"2 7,228",6,"1,030,000.00"
VisMin,Value Lite,,,,,,,,
"",,Toyota Tacloban,2019,Fortuner,2.4L 4X2 G Dsl AT,Freedom White,"1 13,427",5,"1 ,150,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2023,Hilux,2.4L J 4x2 MT,Freedom White,"4 5,216",,"830,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2022,Innova,2.8 E Diesel M/T,Blackish Red Mica Metallic,"1 0,460",4,"940,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2023,Liteace,1.5L Panel Van MT,Freedom White,"6 ,031",0,"640,000.00"
VisMin,Value Lite,,,,,,,,
"",,Toyota Tacloban,2017,Vios,1.3 E Gas AT,Orange Metallic,"6 3,000",8,"500,000.00"
VisMin,Value Lite,,,,,,,,
"",,Toyota Tacloban,2018,Vios,1.3 E Gas MT,Red,"6 5,929",8,"5 51,000.00"
VisMin,Value Lite,,,,,,,,
"",,Toyota Tacloban,2019,Wigo,1.0 G Gas MT,Black,"4 8,875",0,"470,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2020,Wigo,1.0 E MT,Gray Metallic,"8 0,574",2,"450,000.00"
VisMin,Value Lite,,,,,,,,
"",,Toyota Tacloban,2015,Wigo,1.0 G M/T,Gray Metallic,"7 2,202",9,"320,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2021,Wigo,1.0 G MT,Orange Metallic,"2 8,773",4,"480,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2020,Wigo,1.0 G MT,Orange Metallic,"3 3,763",4,"490,000.00"
VisMin,Value Lite,,,,,,,,
"",,Toyota Tacloban,2020,Wigo,1.0 G MT,Silver Metallic,"1 17,276",6,"380,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2023,Wigo,1.0 G AT,Silver Metallic,"2 ,140",9,"640,000.00"
VisMin,Value Lite,,,,,,,,
"",,Toyota Tacloban,2019,Wigo,1.0 G Gas AT,Silver Metallic,"6 8,241",5,"460,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2020,Wigo,1.0 G AT,Black,"3 5,019",2,"490,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2020,Wigo,1.0 G AT,Black,"9 3,480",7,"390,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2021,Wigo,1.0 G MT,Orange Metallic,"2 1,287",1,"430,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2023,Wigo,1.0 G AT,Orange Metallic 2,"5 ,338",8,"580,000.00"
VisMin,Value Plus,,,,,,,,
"",,Toyota Tacloban,2020,Wigo,1.0 G AT,Silver Metallic,"1 9,042",7,"530,000.00"
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2018,Fortuner,2.4 4X2G Dsl MT,White,25TH,4,"1,030,000.00"
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2016,Hilux,2.4 4X2G Dsl AT,Gray Metallic,89TH,8,"860,000.00"
"",,,,,,,,Ending #,
Area,Classification,Dealer,Year,Model,Variant,Color,Mileage,,Price
"",,,,,,,,(Plate/CS),
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2018,Vios,1.3E Gas MT,Black,98TH,6,"480,000.00"
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2023,Vios,1.3 XLE Gas CVT,Red Mica Metallic,1TH,9,"7 91,000.00"
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2021,Vios,1.3 XLE Gas CVT,Thermalyte,43TH+,4,"580,000.00"
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2016,Wigo,1.0G Gas MT,Red,71TH+,3,"220,000.00"
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2022,Wigo,1.0G Gas AT,White,56TH,5,"575,000.00"
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2021,Wigo,1.0G Gas AT,White,27TH+,0,"520,000.00"
VisMin,Value Plus,,,,,,,,
"",,"Toyota Talisay, Cebu",2018,Wigo,1.0G Gas MT,White,46TH,6,"4 10,000.00"
Area,Dealer,E-mail,Mobile,Area,Dealer,E-mail,Mobile
"",Toyota Alabang,christopher.taguba@toyotaalabang.com.ph,09999915811,,Toyota La Union,donalyn_ramos@toyotalaunion.com,09277153927
"",Toyota Balintawak,jesse.miguel@tcuvobengroup.com,09173425737,,"Toyota Lipa, Batangas",jlucas@toyotalipa.com,09155078664
"",Toyota Bicutan,karen.bautista@toyotabicutan.com.ph,09178039494,,Toyota Plaridel Bulacan,mark.vistan@toyotaplaridelbulacan.com.ph,09989654745
"",Toyota Global City,toby.poblador@toyotaglobalcity.com,09178467327,LUZON,Toyota San Pablo,rapunzalan@toyotasanpablo.com.ph,09358326692
NCR,,,,,,,
"",Toyota Makati,japerez@toyotamakati.com.ph,09954663311,,Toyota Santa Rosa,dan.raz@toyotasantarosa.com.ph,09177787055
"",Toyota Manila Bay,tsure@toyotamanilabay.com.ph,09173328610,,Toyota Silang Cavite,malipalo@toyotasilang.com.ph,09503038176
"",Toyota Pasig,armando.sepnio@toyotapasig.com.ph,09209612938,,Toyota Taytay Rizal,ffcalma@toyotataytay.com,09171164976
"",Toyota Quezon Ave,henson.ong@toyotaquezonavenue.com.ph,09175318433,,Toyota Cagayan de Oro,earvin.uy@toyotacagayandeoro.com.ph,09171280975
LUZON,Toyota Bacoor,ralph.tumulak@toyotabacoor.com,09176266126,,Toyota Cebu,julius.barrientos@toyotacebu.com.ph,09277720710
"",Toyota Bataan,erold.gayola@toyotabataan.com,09053561308,,Toyota Iloilo,ruby.gapasin@toyotailoilo.com.ph,09177760221
"",Toyota Batangas,dexter.villanueva@toyotabatangas.com.ph,09188787908,VISMIN,"Toyota Lapu-lapu, Cebu",Givenson.Avila@toyotalapulapu.com.ph,09159816990
"",Toyota Calamba,tcl.tcuv@toyotacalamba.com.ph,09190962859,,Toyota Mabolo,vsm@toyotamabolo.com,09560389182
"",Toyota Calapan,jayilagan@toyotacalapan.com,09637413864,,Toyota Tacloban,adonis.malazarte@toyotatacloban.com,09266225942
"",Toyota Dagupan,moses.bagul@toyota-dagupan.com,09190837423,,"Toyota Talisay, Cebu",buenjose.delfin@toyotatalisay.com.ph,09177777663
